date,aqi,pm2_5_avg,pm2_5_min,pm2_5_max,pm10_avg,pm10_min,pm10_max,no2_avg,no2_min,no2_max,nh3_avg,nh3_min,nh3_max,so2_avg,so2_min,so2_max,co_avg,co_min,co_max,ozone_avg,ozone_min,ozone_max,prominent_pollutent,max_temp,min_temp,humidity,total_deaths,avg_age_deaths,male_deaths,female_deaths,total_admissions,avg_age_admissions,avg_stay_duration,emergency_cases,mortality_rate_%,pollution_health_impact_index,risk_score,pm_avg,no2_impact,air_quality_score,health_impact_score,mortality_to_admissions_ratio,pm2_5_7day_rolling_avg,pm10_7day_rolling_avg,Overall_Risk_Level,month,year,day_of_week,pollution_severity_index,temp_difference,health_burden_index,gender_mortality_ratio,admission_to_emergency_ratio
2017-03-25,75,75,45,210,74,50,110,28,40,180,3,2,3,2,1,4,34,1,49,38,21,70,PM2.5,36,18,32.0,,,,,,,,,,65.3,39.18,74.5,33.6,90.58971141781682,25.58454,,,,Moderate,3,2017,Saturday,58.30000000000001,18,,,
2017-03-26,82,82,47,153,75,65,86,29,26,31,3,2,3,3,1,3,32,7,55,30,8,70,PM2.5,38,19,23.0,,,,,,,,,,69.3,41.58,78.5,34.8,89.71141781681305,28.81494,,,,Moderate,3,2017,Sunday,61.550000000000004,19,,,
2017-03-27,72,72,63,150,71,45,98,38,34,40,3,3,3,7,2,15,40,10,68,26,18,53,PM2.5,40,20,14.0,,,,,,,,,,64.89999999999999,38.93999999999999,71.5,45.6,90.96612296110412,25.272059999999996,,,,Moderate,3,2017,Monday,58.50000000000001,20,,,
2017-03-28,80,78,63,88,80,73,87,39,37,40,3,3,3,6,5,7,25,12,48,21,4,71,PM10,40,21,36.0,,,,,,,,,,70.8,42.48,79.0,46.8,89.96235884567126,30.07584,,,,Moderate,3,2017,Tuesday,62.900000000000006,19,,,
2017-03-29,73,64,53,75,73,63,86,38,36,41,3,2,4,5,1,8,35,20,54,32,6,56,PM10,40,23,31.0,,,,,,,,,,61.5,36.9,68.5,45.6,90.84065244667504,22.6935,,,,Moderate,3,2017,Wednesday,55.45,17,,,
2017-03-30,75,75,49,120,74,60,109,39,36,41,3,3,3,6,2,8,35,17,64,29,8,44,PM2.5,40,23,31.0,,,,,,,,,,67.5,40.5,74.5,46.8,90.58971141781682,27.3375,,,,Moderate,3,2017,Thursday,60.400000000000006,17,,,
2017-03-31,78,78,49,146,72,60,112,40,30,46,3,3,4,5,2,8,42,17,72,14,9,51,PM2.5,41,23,30.0,,,,,,,,,,68.6,41.16,75.0,48.0,90.21329987452948,28.23576,,74.85714285714286,74.14285714285714,Moderate,3,2017,Friday,61.4,18,,,
2017-04-01,52,38,19,61,35,24,54,20,10,24,3,2,3,4,1,7,40,20,65,44,15,66,CO,40,24,16.0,,,,,29.0,57.241379310344826,7.206896551724138,,,33.5,20.1,36.5,24.0,93.47553324968632,6.7335,,69.57142857142857,68.57142857142857,Low,4,2017,Saturday,31.1,16,,,
2017-04-02,59,53,11,191,59,22,104,18,8,20,2,1,2,6,2,10,30,18,45,40,7,77,PM10,40,21,14.0,2.0,57.0,,,13.0,64.53846153846153,6.461538461538462,,15.384615384615383,47.8,34.83384615384616,56.0,21.6,92.59723964868256,16.650578461538462,1.0989010989010988,65.42857142857143,66.28571428571429,Moderate,4,2017,Sunday,43.70000000000001,19,28.99907692307692,,
2017-04-03,70,62,32,114,70,41,122,10,7,18,2,1,2,9,1,16,28,11,46,47,18,68,PM10,39,22,14.0,,,,,26.0,57.92307692307692,4.461538461538462,,,54.0,32.4,66.0,12.0,91.21706398996236,17.496000000000002,,64.0,66.14285714285714,Moderate,4,2017,Monday,49.599999999999994,17,,,
2017-04-04,70,70,49,100,63,42,100,12,6,24,2,1,2,9,1,18,32,9,40,50,6,87,PM2.5,39,23,23.0,1.0,78.0,,,20.0,54.3,6.25,,5.0,56.3,35.779999999999994,66.5,14.4,91.21706398996236,20.14414,0.238095238095238,62.85714285714285,63.71428571428572,Moderate,4,2017,Tuesday,51.199999999999996,16,26.545999999999996,,
2017-04-05,88,88,79,99,85,76,95,6,5,9,1,1,1,6,3,12,29,12,41,40,8,60,PM2.5,36,20,51.0,,,,,7.0,54.285714285714285,6.142857142857143,,,70.7,42.42,86.5,7.199999999999999,88.95859473023839,29.99094,,66.28571428571429,65.42857142857143,Moderate,4,2017,Wednesday,63.650000000000006,16,,,
2017-04-06,75,75,56,139,69,43,110,6,4,11,1,1,1,5,2,7,30,16,48,39,6,62,PM2.5,36,21,40.0,1.0,67.0,,,11.0,69.45454545454545,11.0,,9.090909090909092,59.400000000000006,39.27636363636364,72.0,7.199999999999999,90.58971141781682,23.330160000000006,0.7575757575757577,66.28571428571429,64.71428571428571,Moderate,4,2017,Thursday,53.6,15,30.220727272727274,,
2017-04-07,86,86,64,112,82,61,101,9,4,12,1,1,1,5,1,9,29,12,56,40,14,75,PM2.5,33,20,29.0,,,,,6.0,62.833333333333336,4.833333333333333,,,69.39999999999999,41.63999999999999,84.0,10.8,89.20953575909661,28.898159999999997,,67.42857142857143,66.14285714285714,Moderate,4,2017,Friday,62.300000000000004,13,,,
2017-04-08,88,88,63,173,81,61,121,7,6,9,1,1,1,5,1,13,46,30,57,31,6,65,PM2.5,33,17,20.0,2.0,79.5,,,11.0,56.81818181818182,6.454545454545454,,18.181818181818183,69.7,49.09272727272728,84.5,8.4,88.95859473023839,34.217630909090914,1.5151515151515154,74.57142857142857,72.71428571428571,Moderate,4,2017,Saturday,63.349999999999994,16,39.81945454545455,,
2017-04-09,87,87,68,162,81,65,117,8,4,14,1,1,1,4,1,7,38,27,50,45,7,80,PM2.5,33,18,15.0,2.0,71.0,,,8.0,58.75,6.25,,25.0,69.39999999999999,51.63999999999999,84.0,9.6,89.0840652446675,35.838159999999995,2.7777777777777777,79.42857142857143,75.85714285714286,High,4,2017,Sunday,62.60000000000001,15,43.647999999999996,,
2017-04-10,48,32,22,73,31,22,70,9,2,10,3,3,3,7,1,21,48,20,88,40,10,78,CO,34,17,15.0,,,,,9.0,55.11111111111112,7.111111111111111,,,27.1,16.259999999999998,31.5,10.8,93.97741530740277,4.406459999999999,,75.14285714285714,70.28571428571429,Low,4,2017,Monday,26.550000000000004,17,,,
2017-04-11,39,39,22,50,36,22,54,2,1,8,3,2,3,19,6,17,37,25,40,30,14,46,PM2.5,38,19,14.0,2.0,75.0,,,16.0,54.125,5.1875,,12.5,30.7,23.42,37.5,2.4,95.10664993726476,7.18994,0.7352941176470589,70.71428571428571,66.42857142857143,Low,4,2017,Tuesday,30.45,19,20.144,,
2017-04-12,99,99,54,148,76,39,99,19,9,29,1,1,5,11,7,18,9,3,41,28,12,54,PM2.5,40,21,13.0,1.0,65.0,,,20.0,59.8,8.35,,5.0,76.1,47.66,87.5,22.8,87.5784190715182,36.26926,0.238095238095238,72.28571428571429,65.14285714285714,Moderate,4,2017,Wednesday,66.8,19,34.861999999999995,,
2017-04-13,105,105,57,158,100,64,172,17,6,36,1,1,1,11,2,20,12,6,38,26,10,52,PM2.5,42,21,11.0,,,,,11.0,64.81818181818181,4.727272727272728,,,85.9,51.54,102.5,20.4,86.82559598494353,44.27286,,76.57142857142857,69.57142857142857,High,4,2017,Thursday,76.24999999999999,21,,,
2017-04-14,114,91,54,143,114,67,145,15,12,19,1,1,2,9,1,19,17,5,29,30,11,41,PM10,42,23,10.0,,,,,8.0,54.875,8.0,,,82.69999999999999,49.61999999999999,102.5,18.0,85.69636135508155,41.03573999999999,,77.28571428571429,74.14285714285714,Moderate,4,2017,Friday,74.6,19,,,
2017-04-15,100,86,46,128,100,41,181,17,13,33,1,1,2,12,2,33,34,8,75,38,15,55,PM10,43,24,11.0,,,,,7.0,53.42857142857143,3.7142857142857135,,,76.4,45.84,93.0,20.4,87.45294855708909,35.02176000000001,,77.0,76.85714285714286,Moderate,4,2017,Saturday,69.85000000000001,19,,,
2017-04-16,60,60,28,96,58,24,98,15,8,17,1,1,1,9,2,29,27,5,118,25,9,52,PM2.5,44,25,11.0,,,,,5.0,59.0,3.8,,,50.4,30.24,59.0,18.0,92.47176913425344,15.24096,,73.14285714285714,73.57142857142857,Moderate,4,2017,Sunday,45.9,19,,,
2017-04-17,60,52,24,78,60,22,85,16,15,18,1,1,1,9,5,16,22,5,63,19,10,33,PM10,42,26,12.0,2.0,62.5,,,5.0,62.4,9.2,,40.0,47.2,44.32,56.0,19.2,92.47176913425344,20.91904,6.666666666666667,76.0,77.71428571428571,Moderate,4,2017,Monday,43.199999999999996,16,43.024,,
2017-04-18,86,75,37,111,86,67,107,16,14,17,1,1,1,8,6,12,26,5,73,35,6,49,PM10,43,24,16.0,1.0,53.0,,,5.0,70.4,5.6,,20.0,66.5,47.9,80.5,19.2,89.20953575909661,31.8535,3.333333333333333,81.14285714285714,84.85714285714286,Moderate,4,2017,Tuesday,60.29999999999999,19,39.53,,
2017-04-19,90,70,30,101,90,56,80,14,10,18,2,1,2,10,5,18,20,3,48,35,11,53,PM10,41,28,19.0,1.0,50.0,,,8.0,65.75,7.5,,12.5,64.8,43.88,80.0,16.8,88.70765370138018,28.43424,1.3888888888888888,77.0,86.85714285714286,Moderate,4,2017,Wednesday,59.1,13,34.466,,
2017-04-20,104,104,68,294,89,65,148,12,11,12,1,1,1,11,1,26,88,44,114,43,12,63,PM2.5,44,27,20.0,,,,,21.0,54.80952380952381,4.761904761904762,,,81.10000000000001,48.66,96.5,14.4,86.95106649937264,39.463260000000005,,76.85714285714286,85.28571428571429,Moderate,4,2017,Thursday,75.6,17,,,
2017-04-21,101,101,68,172,98,78,120,4,1,8,1,1,1,11,2,21,70,23,118,46,8,67,PM2.5,43,28,19.0,,,,,16.0,67.5,6.125,,,80.7,48.42,99.5,4.8,87.32747804265998,39.074940000000005,,78.28571428571429,83.0,Moderate,4,2017,Friday,75.0,15,,,
2017-04-22,104,104,72,159,91,69,116,11,8,18,1,1,1,6,1,11,48,15,100,43,8,75,PM2.5,42,29,20.0,,,,,32.0,60.25,8.5,,,81.5,48.9,97.5,13.2,86.95106649937264,39.8535,,80.85714285714286,81.71428571428571,Moderate,4,2017,Saturday,73.55000000000001,13,,,
2017-04-23,93,93,71,137,86,68,109,6,3,11,1,1,1,6,2,9,33,26,41,42,10,65,PM2.5,41,27,21.0,,,,,17.0,56.64705882352941,4.941176470588236,,,73.5,44.1,89.5,7.199999999999999,88.33124215809285,32.4135,,85.57142857142857,85.71428571428571,Moderate,4,2017,Sunday,66.15,14,,,
2017-04-24,111,111,73,298,93,70,161,7,4,16,1,1,1,4,1,9,30,16,45,42,9,64,PM2.5,42,25,14.0,,,,,39.0,62.15384615384615,5.410256410256411,,,84.80000000000001,50.88,102.0,8.4,86.07277289836888,43.146240000000006,,94.0,90.42857142857144,High,4,2017,Monday,75.25000000000001,17,,,
2017-04-25,73,73,62,129,69,59,106,7,4,11,1,1,1,4,1,6,37,24,46,26,10,60,PM2.5,40,24,16.0,,,,,26.0,60.96153846153846,5.0,,,58.6,35.16,71.0,8.4,90.84065244667504,20.60376,,93.71428571428572,88.0,Moderate,4,2017,Tuesday,53.2,16,,,
2017-04-26,97,97,64,184,84,61,124,8,3,17,1,1,1,4,2,8,35,15,48,42,6,58,PM2.5,43,26,15.0,,,,,27.0,59.81481481481482,4.592592592592593,,,75.3,45.18,90.5,9.6,87.82936010037642,34.02054,,97.57142857142856,87.14285714285714,Moderate,4,2017,Wednesday,67.35000000000001,17,,,
2017-04-27,88,88,79,99,85,76,95,6,5,6,1,1,1,6,3,12,44,24,56,40,14,55,PM2.5,38,24,17.0,,,,,33.0,63.03030303030303,6.575757575757576,,,70.7,42.42,86.5,7.199999999999999,88.95859473023839,29.99094,,95.28571428571428,86.57142857142857,Moderate,4,2017,Thursday,64.4,14,,,
2017-04-28,92,92,71,139,85,68,110,6,4,7,1,1,1,5,2,7,52,36,71,44,13,61,PM2.5,39,25,16.0,,,,,27.0,61.44444444444444,6.407407407407407,,,72.7,43.62,88.5,7.199999999999999,88.45671267252196,31.71174,,94.0,84.71428571428571,Moderate,4,2017,Friday,66.3,14,,,
2017-04-29,86,86,64,112,82,61,101,7,4,9,1,1,1,5,1,9,54,30,71,51,10,76,PM2.5,40,22,18.0,,,,,20.0,55.5,4.9,,,69.0,41.4,84.0,8.4,89.20953575909661,28.566,,91.42857142857144,83.42857142857143,Moderate,4,2017,Saturday,63.25,18,,,
2017-04-30,88,88,63,173,81,61,121,7,6,9,1,1,1,5,1,13,46,30,57,52,7,77,PM2.5,41,24,16.0,,,,,19.0,55.47368421052632,6.0,,,69.7,41.82,84.5,8.4,88.95859473023839,29.14854,,90.71428571428572,82.71428571428571,Moderate,4,2017,Sunday,63.349999999999994,17,,,
2017-05-01,87,87,68,162,81,65,117,6,4,8,1,1,1,4,1,7,38,27,50,53,19,72,PM2.5,42,23,15.0,2.0,70.5,,,28.0,58.642857142857146,5.571428571428571,,7.142857142857142,69.0,44.25714285714285,84.0,7.199999999999999,89.0840652446675,30.537428571428567,0.2463054187192118,87.28571428571429,81.0,Moderate,5,2017,Monday,62.300000000000004,19,33.12285714285714,,
2017-05-02,79,79,60,137,74,57,109,6,4,7,1,1,1,5,2,9,51,29,76,54,27,76,PM2.5,40,24,11.0,,,,,14.0,60.71428571428572,7.642857142857143,,,62.900000000000006,37.74,76.5,7.199999999999999,90.08782936010036,23.738460000000003,,88.14285714285714,81.71428571428571,Moderate,5,2017,Tuesday,57.74999999999999,16,,,
2017-05-03,81,81,64,137,77,61,109,7,5,9,1,1,1,4,2,7,44,29,67,55,19,74,PM2.5,41,25,15.0,,,,,15.0,62.266666666666666,6.533333333333333,,,65.0,39.0,79.0,8.4,89.83688833124216,25.35,,85.85714285714286,80.71428571428571,Moderate,5,2017,Wednesday,59.15,16,,,
2017-05-04,92,92,82,117,87,79,103,8,7,8,1,1,1,4,4,5,63,30,82,43,34,70,PM2.5,41,25,14.0,1.0,49.0,,,19.0,56.8421052631579,6.0,,5.263157894736842,73.69999999999999,46.32526315789473,89.5,9.6,88.45671267252196,34.14171894736841,0.2631578947368421,86.42857142857143,81.0,Moderate,5,2017,Thursday,67.65000000000002,16,34.00663157894736,,
2017-05-05,93,93,70,130,78,62,114,7,5,10,1,1,1,4,2,6,55,35,72,54,21,70,PM2.5,42,24,13.0,,,,,23.0,61.95652173913044,6.0,,,71.30000000000001,42.78000000000001,85.5,8.4,88.33124215809285,30.50214000000001,,86.57142857142857,80.0,Moderate,5,2017,Friday,64.8,18,,,
2017-05-06,95,95,70,169,85,67,119,7,6,8,1,1,1,3,2,5,52,40,64,48,9,71,PM2.5,43,26,17.0,1.0,70.0,,,16.0,55.5,6.125,,6.25,74.4,47.14,90.0,8.4,88.08030112923463,35.072160000000004,0.3676470588235294,87.85714285714286,80.42857142857143,Moderate,5,2017,Saturday,67.44999999999999,17,34.873000000000005,,
2017-05-07,97,97,66,151,88,63,114,7,6,8,1,1,1,5,2,8,61,32,84,45,6,70,PM2.5,40,28,18.0,,,,,23.0,60.04347826086956,5.739130434782608,,,76.30000000000001,45.78000000000001,92.5,8.4,87.82936010037642,34.930140000000016,,89.14285714285714,81.42857142857143,Moderate,5,2017,Sunday,69.8,12,,,
2017-05-08,92,92,68,138,86,65,109,8,4,18,1,1,1,4,1,11,54,26,77,53,11,78,PM2.5,42,27,22.0,,,,,24.0,57.625,6.375,,,73.39999999999999,44.03999999999999,89.0,9.6,88.45671267252196,32.32535999999999,,89.85714285714286,82.14285714285714,Moderate,5,2017,Monday,66.90000000000002,15,,,
2017-05-09,110,110,65,199,92,63,129,11,7,18,1,1,1,7,1,17,62,20,103,54,8,86,PM2.5,42,29,22.0,2.0,58.0,,,25.0,67.88,6.16,,8.0,84.8,54.08,101.0,13.2,86.19824341279799,45.85983999999999,0.3076923076923077,94.28571428571428,84.71428571428571,High,5,2017,Tuesday,77.05,13,40.256,,
2017-05-10,124,124,75,293,102,71,`150,9,6,17,1,1,1,5,1,10,49,36,60,45,7,70,PM2.5,42,30,29.0,3.0,51.333333333333336,,,25.0,55.2,6.72,,12.0,94.4,61.44,113.0,10.8,84.44165621079047,57.99936,0.4615384615384615,100.42857142857144,88.28571428571429,High,5,2017,Wednesday,84.5,12,46.608000000000004,,
2017-05-11,114,114,68,282,92,66,149,6,4,8,1,1,1,7,2,15,54,40,77,50,22,81,PM2.5,43,31,30.0,2.0,53.5,,,18.0,67.66666666666667,5.388888888888889,,11.11111111111111,85.8,55.92444444444444,103.0,7.199999999999999,85.69636135508155,47.98317333333333,0.5847953216374269,103.57142857142856,89.0,High,5,2017,Thursday,77.50000000000001,12,42.480444444444444,,
2017-05-12,101,101,64,211,87,62,133,8,6,17,1,1,1,5,1,12,59,26,84,45,14,78,PM2.5,42,29,28.0,2.0,59.0,,,25.0,58.0,6.36,,8.0,78.19999999999999,50.12,94.0,9.6,87.32747804265998,39.19384,0.3076923076923077,104.71428571428572,90.28571428571428,High,5,2017,Friday,71.15,13,37.483999999999995,,
2017-05-13,95,95,66,223,86,63,137,8,6,12,1,1,1,3,1,7,51,26,73,46,11,70,PM2.5,43,31,25.0,1.0,71.0,,,20.0,58.65,6.4,,5.0,74.89999999999999,46.93999999999999,90.5,9.6,88.08030112923463,35.15805999999999,0.238095238095238,104.71428571428572,90.42857142857144,Moderate,5,2017,Saturday,67.85,12,34.35799999999999,,
2017-05-14,94,94,68,197,85,66,129,9,6,15,1,1,1,3,1,6,38,9,53,48,14,81,PM2.5,41,28,26.0,1.0,62.0,,,16.0,66.625,6.4375,,6.25,74.3,47.08,89.5,10.8,88.20577164366374,34.98044,0.3676470588235294,104.28571428571428,90.0,Moderate,5,2017,Sunday,66.65,13,34.831,,
2017-05-15,106,106,69,197,92,66,128,7,5,8,1,1,1,5,1,11,60,29,86,45,15,74,PM2.5,44,29,17.0,1.0,58.0,,,30.0,56.73333333333333,6.233333333333333,,3.333333333333333,82.0,50.53333333333333,99.0,8.4,86.70012547051444,41.43733333333333,0.1075268817204301,106.28571428571428,90.85714285714286,High,5,2017,Monday,74.55,15,36.373333333333335,,
2017-05-16,104,104,66,198,89,63,123,7,6,9,1,1,1,3,1,7,48,36,62,50,27,79,PM2.5,45,30,12.0,,,,,18.0,65.5,5.555555555555555,,,80.10000000000001,48.06,96.5,8.4,86.95106649937264,38.49606000000001,,105.42857142857144,90.42857142857144,Moderate,5,2017,Tuesday,72.05,15,,,
2017-05-17,119,119,67,276,96,64,146,5,4,8,1,1,1,4,1,8,44,28,55,28,10,77,PM2.5,43,31,13.0,,,,,26.0,59.76923076923077,4.846153846153846,,,89.3,53.58,107.5,6.0,85.06900878293601,47.84694,,104.71428571428572,89.57142857142857,High,5,2017,Wednesday,79.75000000000001,12,,,
2017-05-18,111,111,68,209,95,66,132,8,5,14,1,1,1,4,1,11,42,21,57,34,15,22,PM2.5,42,31,16.0,,,,,20.0,62.65,7.75,,,85.6,51.35999999999999,103.0,9.6,86.07277289836888,43.96415999999999,,104.28571428571428,90.0,High,5,2017,Thursday,76.60000000000001,11,,,
2017-05-19,86,86,64,161,81,62,117,7,6,9,1,1,1,5,1,8,51,33,67,49,14,68,PM2.5,41,32,18.0,,,,,18.0,59.16666666666666,5.555555555555555,,,68.7,41.22,83.5,8.4,89.20953575909661,28.318140000000003,,102.14285714285714,89.14285714285714,Moderate,5,2017,Friday,62.8,9,,,
2017-05-20,97,97,66,156,89,64,115,8,6,11,1,1,1,4,1,9,47,32,84,39,11,74,PM2.5,42,29,23.0,2.0,66.0,,,15.0,56.13333333333333,5.866666666666666,,13.333333333333334,76.8,51.41333333333333,93.0,9.6,87.82936010037642,39.48543999999999,0.8333333333333334,102.42857142857144,89.57142857142857,High,5,2017,Saturday,69.45,13,39.989333333333335,,
2017-05-21,89,89,67,132,83,64,108,7,4,14,1,1,1,4,1,8,43,23,59,44,15,75,PM2.5,43,30,22.0,,,,,16.0,61.5625,7.25,,,70.80000000000001,42.48,86.0,8.4,88.83312421580928,30.075840000000003,,101.71428571428572,89.28571428571429,Moderate,5,2017,Sunday,64.1,13,,,
2017-05-22,84,84,64,146,78,61,112,4,2,6,1,1,1,3,1,5,44,33,55,48,10,70,PM2.5,42,29,24.0,,,,,18.0,62.22222222222222,4.055555555555555,,,66.2,39.72,81.0,4.8,89.46047678795483,26.29464,,98.57142857142856,87.28571428571429,Moderate,5,2017,Monday,60.1,13,,,
2017-05-23,98,98,68,168,87,65,119,5,4,6,1,1,1,4,1,9,45,31,53,28,9,73,PM2.5,40,27,21.0,1.0,48.0,,,24.0,61.833333333333336,5.083333333333333,,4.166666666666666,76.1,47.32666666666666,92.5,6.0,87.70388958594731,36.01559333333333,0.1666666666666666,97.71428571428572,87.0,Moderate,5,2017,Tuesday,68.7,13,34.37866666666666,,
2017-05-24,80,80,64,118,76,61,103,6,4,7,1,1,1,5,1,9,45,30,57,27,4,48,PM2.5,41,28,23.0,,,,,27.0,62.77777777777778,5.37037037037037,,,64.0,38.4,78.0,7.199999999999999,89.96235884567126,24.576,,92.14285714285714,84.14285714285714,Moderate,5,2017,Wednesday,58.449999999999996,13,,,
2017-05-25,91,91,62,150,84,60,113,6,4,8,1,1,1,4,1,7,54,36,66,45,25,62,PM2.5,41,27,25.0,,,,,20.0,64.75,7.75,,,71.9,43.14,87.5,7.199999999999999,88.58218318695107,31.017660000000003,,89.28571428571429,82.57142857142857,Moderate,5,2017,Thursday,65.6,14,,,
2017-05-26,77,77,66,92,74,64,88,6,5,7,1,1,1,4,1,10,56,34,90,53,17,20,PM2.5,40,26,24.0,,,,,14.0,61.642857142857146,10.214285714285714,,,61.900000000000006,37.14,75.5,7.199999999999999,90.3387703889586,22.989660000000004,,88.0,81.57142857142857,Moderate,5,2017,Friday,57.099999999999994,14,,,
2017-05-27,76,76,60,125,72,58,105,6,5,8,1,1,1,4,1,8,42,28,54,43,16,77,PM2.5,40,30,25.0,1.0,78.0,,,18.0,62.55555555555556,6.722222222222222,,5.555555555555555,60.8,38.70222222222222,74.0,7.199999999999999,90.4642409033877,23.530951111111104,0.2923976608187134,85.0,79.14285714285714,Moderate,5,2017,Saturday,55.4,10,28.758222222222223,,
2017-05-28,85,85,60,145,79,58,112,7,6,8,1,1,1,4,1,8,44,26,59,48,15,52,PM2.5,42,29,30.0,2.0,64.0,,,14.0,61.5,6.285714285714286,,14.285714285714285,67.60000000000001,46.27428571428572,82.0,8.4,89.33500627352572,31.281417142857148,0.9523809523809524,84.42857142857143,78.57142857142857,Moderate,5,2017,Sunday,61.35,13,36.67771428571429,,
2017-05-29,77,77,63,107,74,60,99,7,5,15,1,1,1,4,1,7,40,22,55,40,20,72,PM2.5,41,31,35.0,,,,,15.0,63.6,6.733333333333333,,,62.1,37.26,75.5,8.4,90.3387703889586,23.13846,,83.42857142857143,78.0,Moderate,5,2017,Monday,56.449999999999996,10,,,
2017-05-30,110,110,76,164,95,73,118,8,4,10,2,1,2,88,2,157,50,46,52,48,18,66,PM2.5,40,29,33.0,,,,,21.0,57.71428571428572,5.809523809523809,,,85.1,51.06,102.5,9.6,86.19824341279799,43.45206,,85.14285714285714,79.14285714285714,High,5,2017,Tuesday,85.0,11,,,
2017-05-31,127,127,70,280,92,70,116,7,6,8,1,1,1,19,4,28,56,48,68,35,10,71,PM2.5,39,28,30.0,1.0,79.0,,,9.0,61.55555555555556,4.222222222222222,,11.11111111111111,92.5,59.94444444444444,109.5,8.4,84.06524466750314,55.44861111111111,1.1111111111111112,91.85714285714286,81.42857142857143,High,5,2017,Wednesday,84.15,11,45.294444444444444,,
2017-06-01,148,148,69,310,107,66,176,6,5,7,1,1,1,9,2,21,51,41,62,50,6,74,PM2.5,39,27,30.0,,,,,21.0,61.42857142857143,5.666666666666667,,,107.3,64.38,127.5,7.199999999999999,81.43036386449185,69.07973999999999,,100.0,84.71428571428571,High,6,2017,Thursday,95.65000000000002,12,,,
2017-06-02,125,125,58,316,96,56,183,8,5,14,1,1,1,8,1,17,42,28,51,44,8,66,PM2.5,43,28,17.0,,,,,18.0,58.05555555555556,4.444444444444445,,,92.9,55.74,110.5,9.6,84.31618569636136,51.78246,,106.85714285714286,87.85714285714286,High,6,2017,Friday,82.89999999999999,15,,,
2017-06-03,118,118,69,232,97,66,140,6,4,7,1,1,1,5,1,17,45,29,62,45,5,59,PM2.5,44,30,16.0,1.0,60.0,,,27.0,62.25925925925926,5.407407407407407,,3.7037037037037033,89.3,55.06148148148148,107.5,7.199999999999999,85.19447929736512,49.16990296296296,0.1322751322751322,112.85714285714286,91.42857142857144,High,6,2017,Saturday,79.95,14,39.654148148148145,,
2017-06-04,102,102,63,216,88,61,135,4,2,6,1,1,1,7,1,17,44,31,56,38,24,54,PM2.5,45,29,15.0,,,,,20.0,60.55,6.75,,,78.2,46.92,95.0,4.8,87.20200752823087,36.69144,,115.28571428571428,92.71428571428572,Moderate,6,2017,Sunday,70.7,16,,,
2017-06-05,84,84,72,113,80,69,102,6,3,8,1,1,1,8,5,14,40,27,50,16,10,48,PM2.5,48,33,16.0,1.0,57.0,,,36.0,63.25,7.027777777777778,,2.7777777777777777,67.2,41.43111111111112,82.0,7.199999999999999,89.46047678795483,27.84170666666668,0.075075075075075,116.28571428571428,93.57142857142856,Moderate,6,2017,Monday,61.3,15,29.835111111111114,,
2017-06-06,111,111,68,209,110,62,173,2,1,4,1,1,1,5,3,6,39,26,48,41,12,65,PM2.5,47,32,18.0,1.0,72.0,,,24.0,63.91666666666666,4.833333333333333,,4.166666666666666,88.9,55.00666666666667,110.5,2.4,86.07277289836888,48.90092666666667,0.1666666666666666,116.42857142857144,95.71428571428572,High,6,2017,Tuesday,80.15,15,39.754666666666665,,
2017-06-07,134,134,62,309,102,59,173,1,1,2,1,1,1,4,3,5,31,17,42,35,10,62,PM2.5,46,32,18.0,,,,,23.0,64.47826086956522,4.826086956521739,,,97.8,58.67999999999999,118.0,1.2,83.18695106649938,57.38903999999999,,117.42857142857144,97.14285714285714,High,6,2017,Wednesday,86.30000000000001,14,,,
2017-06-08,71,71,60,90,68,57,86,2,1,3,1,1,1,5,4,7,36,29,41,38,8,70,PM2.5,45,30,18.0,1.0,62.0,,,25.0,61.72,5.8,,4.0,56.3,35.379999999999995,69.5,2.4,91.09159347553324,19.91894,0.1538461538461538,106.42857142857144,91.57142857142856,Moderate,6,2017,Thursday,51.39999999999999,15,25.965999999999998,,
2017-06-09,92,92,64,170,82,61,120,1,1,2,1,1,1,4,2,6,40,27,55,28,10,77,PM2.5,40,29,26.0,,,,,13.0,64.3076923076923,4.923076923076923,,,70.8,42.48,87.0,1.2,88.45671267252196,30.07584,,101.71428571428572,89.57142857142857,Moderate,6,2017,Friday,63.95,11,,,
2017-06-10,84,84,62,127,79,60,106,1,1,3,1,1,1,6,3,7,44,27,58,34,8,66,PM2.5,42,28,22.0,1.0,61.0,,,24.0,57.708333333333336,6.166666666666667,,4.166666666666666,65.9,41.20666666666666,81.5,1.2,89.46047678795483,27.155193333333333,0.1666666666666666,96.85714285714286,87.0,Moderate,6,2017,Saturday,60.25,14,30.094666666666665,,
2017-06-11,82,82,64,151,77,62,114,3,2,3,1,1,1,5,3,7,33,23,44,34,3,51,PM2.5,43,29,18.0,,,,,25.0,59.6,5.64,,,64.69999999999999,38.81999999999999,79.5,3.6,89.71141781681305,25.11653999999999,,94.0,85.42857142857143,Moderate,6,2017,Sunday,58.50000000000001,14,,,
2017-06-12,78,78,62,120,74,60,104,2,1,3,1,1,1,4,3,6,34,25,45,30,5,42,PM2.5,42,32,19.0,,,,,15.0,58.6,5.0,,,61.6,36.96,76.0,2.4,90.21329987452948,22.76736,,93.14285714285714,84.57142857142857,Moderate,6,2017,Monday,55.800000000000004,10,,,
